X,CH1,Start,Increment,
Sequence,Volt,-5.999999e-04,2.000000e-07,
0,6.250000e-04,
1,9.375000e-04,
2,9.375000e-04,
3,9.375000e-04,
4,6.250000e-04,
5,6.250000e-04,
6,6.250000e-04,
7,6.250000e-04,
8,6.250000e-04,
9,6.250000e-04,
10,6.250000e-04,
11,6.250000e-04,
12,6.250000e-04,
13,6.250000e-04,
14,9.375000e-04,
15,3.125000e-04,
16,6.250000e-04,
17,6.250000e-04,
18,6.250000e-04,
19,6.250000e-04,
20,6.250000e-04,
21,6.250000e-04,
22,6.250000e-04,
23,6.250000e-04,
24,6.250000e-04,
25,3.125000e-04,
26,3.125000e-04,
27,6.250000e-04,
28,6.250000e-04,
29,6.250000e-04,
30,6.250000e-04,
31,9.375000e-04,
32,6.250000e-04,
33,6.250000e-04,
34,9.375000e-04,
35,9.375000e-04,
36,6.250000e-04,
37,6.250000e-04,
38,9.375000e-04,
39,6.250000e-04,
40,3.125000e-04,
41,6.250000e-04,
42,6.250000e-04,
43,6.250000e-04,
44,3.125000e-04,
45,6.250000e-04,
46,6.250000e-04,
47,3.125000e-04,
48,6.250000e-04,
49,9.375000e-04,
50,6.250000e-04,
51,3.125000e-04,
52,6.250000e-04,
53,6.250000e-04,
54,9.375000e-04,
55,6.250000e-04,
56,6.250000e-04,
57,6.250000e-04,
58,3.125000e-04,
59,9.375000e-04,
60,9.375000e-04,
61,6.250000e-04,
62,9.375000e-04,
63,6.250000e-04,
64,6.250000e-04,
65,6.250000e-04,
66,6.250000e-04,
67,6.250000e-04,
68,6.250000e-04,
69,3.125000e-04,
70,6.250000e-04,
71,6.250000e-04,
72,3.125000e-04,
73,6.250000e-04,
74,6.250000e-04,
75,3.125000e-04,
76,6.250000e-04,
77,9.375000e-04,
78,6.250000e-04,
79,3.125000e-04,
80,6.250000e-04,
81,3.125000e-04,
82,6.250000e-04,
83,3.125000e-04,
84,6.250000e-04,
85,6.250000e-04,
86,9.375000e-04,
87,6.250000e-04,
88,6.250000e-04,
89,6.250000e-04,
90,6.250000e-04,
91,6.250000e-04,
92,6.250000e-04,
93,6.250000e-04,
94,3.125000e-04,
95,6.250000e-04,
96,6.250000e-04,
97,6.250000e-04,
98,6.250000e-04,
99,3.125000e-04,
100,6.250000e-04,
101,6.250000e-04,
102,3.125000e-04,
103,6.250000e-04,
104,6.250000e-04,
105,6.250000e-04,
106,3.125000e-04,
107,6.250000e-04,
108,6.250000e-04,
109,6.250000e-04,
110,9.375000e-04,
111,6.250000e-04,
112,6.250000e-04,
113,6.250000e-04,
114,0.000000e+00,
115,3.125000e-04,
116,6.250000e-04,
117,9.375000e-04,
118,6.250000e-04,
119,6.250000e-04,
120,6.250000e-04,
121,6.250000e-04,
122,6.250000e-04,
123,6.250000e-04,
124,6.250000e-04,
125,6.250000e-04,
126,6.250000e-04,
127,6.250000e-04,
128,6.250000e-04,
129,3.125000e-04,
130,3.125000e-04,
131,6.250000e-04,
132,6.250000e-04,
133,9.375000e-04,
134,6.250000e-04,
135,6.250000e-04,
136,6.250000e-04,
137,6.250000e-04,
138,6.250000e-04,
139,6.250000e-04,
140,3.125000e-04,
141,6.250000e-04,
142,3.125000e-04,
143,3.125000e-04,
144,3.125000e-04,
145,6.250000e-04,
146,6.250000e-04,
147,3.125000e-04,
148,3.125000e-04,
149,6.250000e-04,
150,3.125000e-04,
151,6.250000e-04,
152,9.375000e-04,
153,6.250000e-04,
154,6.250000e-04,
155,6.250000e-04,
156,3.125000e-04,
157,6.250000e-04,
158,6.250000e-04,
159,3.125000e-04,
160,6.250000e-04,
161,6.250000e-04,
162,3.125000e-04,
163,6.250000e-04,
164,3.125000e-04,
165,3.125000e-04,
166,6.250000e-04,
167,6.250000e-04,
168,6.250000e-04,
169,6.250000e-04,
170,3.125000e-04,
171,6.250000e-04,
172,6.250000e-04,
173,6.250000e-04,
174,9.375000e-04,
175,6.250000e-04,
176,6.250000e-04,
177,9.375000e-04,
178,9.375000e-04,
179,3.125000e-04,
180,3.125000e-04,
181,6.250000e-04,
182,6.250000e-04,
183,6.250000e-04,
184,3.125000e-04,
185,6.250000e-04,
186,9.375000e-04,
187,6.250000e-04,
188,9.375000e-04,
189,6.250000e-04,
190,9.375000e-04,
191,6.250000e-04,
192,6.250000e-04,
193,6.250000e-04,
194,9.375000e-04,
195,6.250000e-04,
196,9.375000e-04,
197,6.250000e-04,
198,9.375000e-04,
199,9.375000e-04,
200,6.250000e-04,
201,6.250000e-04,
202,6.250000e-04,
203,6.250000e-04,
204,6.250000e-04,
205,9.375000e-04,
206,3.125000e-04,
207,6.250000e-04,
208,0.000000e+00,
209,6.250000e-04,
210,6.250000e-04,
211,9.375000e-04,
212,6.250000e-04,
213,6.250000e-04,
214,6.250000e-04,
215,3.125000e-04,
216,3.125000e-04,
217,6.250000e-04,
218,6.250000e-04,
219,3.125000e-04,
220,6.250000e-04,
221,6.250000e-04,
222,6.250000e-04,
223,6.250000e-04,
224,6.250000e-04,
225,6.250000e-04,
226,9.375000e-04,
227,6.250000e-04,
228,6.250000e-04,
229,9.375000e-04,
230,9.375000e-04,
231,6.250000e-04,
232,6.250000e-04,
233,6.250000e-04,
234,6.250000e-04,
235,6.250000e-04,
236,6.250000e-04,
237,9.375000e-04,
238,9.375000e-04,
239,6.250000e-04,
240,6.250000e-04,
241,3.125000e-04,
242,6.250000e-04,
243,9.375000e-04,
244,3.125000e-04,
245,6.250000e-04,
246,6.250000e-04,
247,3.125000e-04,
248,6.250000e-04,
249,9.375000e-04,
